site,elev.mean0,elev.mean,elev.class2,date,yday,yday0,bb.sp,k.type.ss,visits,visits.bin,prop.visits,prop.flower.cover,prop.flower.cover0,bb.sp.abund,bb.sp.abund0,pbl.w.class2
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,telu,5,1,1,0.07692307692307693,0.1923076923076923,2.164879936659171,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,telu,6,0,0,0,0.01282051282051282,-0.3874157963399858,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,telu,7,0,0,0,0.02564102564102564,-0.20510895826861747,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,0,0,0,0,0.02564102564102564,-0.20510895826861747,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,1,0,0,0,0.05128205128205128,0.15950471787411927,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,3,0,0,0,0.01282051282051282,-0.3874157963399858,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,4,0,0,0,0.01282051282051282,-0.3874157963399858,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,5,1,1,0.07692307692307693,0.1923076923076923,2.164879936659171,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,6,0,0,0,0.01282051282051282,-0.3874157963399858,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2010-09-04,247,1.7005497426751162,wurf,7,0,0,0,0.02564102564102564,-0.20510895826861747,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,pasc,0,0,0,0,5.764519383196426e-4,-0.5615255262576913,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,pasc,1,0,0,0,0.3212278426286208,3.998115884217302,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,pasc,5,0,0,0,0.0027381467070183023,-0.5307863706814554,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,pasc,6,4,1,0.2857142857142857,0.002017581784118749,-0.541032755873534,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,pasc,7,0,0,0,0.0067733102752558,-0.473406613605815,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,soro,0,0,0,0,5.764519383196426e-4,-0.5615255262576913,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,soro,1,0,0,0,0.3212278426286208,3.998115884217302,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,soro,5,0,0,0,0.0027381467070183023,-0.5307863706814554,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,soro,6,0,0,0,0.002017581784118749,-0.541032755873534,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,soro,7,5,1,0.35714285714285715,0.0067733102752558,-0.473406613605815,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,telu,0,0,0,0,5.764519383196426e-4,-0.5615255262576913,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,telu,1,5,1,0.35714285714285715,0.3212278426286208,3.998115884217302,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,telu,5,0,0,0,0.0027381467070183023,-0.5307863706814554,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,telu,6,0,0,0,0.002017581784118749,-0.541032755873534,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-01,152,-1.0451385664464226,telu,7,0,0,0,0.0067733102752558,-0.473406613605815,5,0.16275867931766871,short
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,pasc,0,0,0,0,0.00165380374862183,-0.5462056552996121,6,0.34628990368139884,med
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,pasc,1,0,0,0,0.4829106945975744,6.297235266217344,6,0.34628990368139884,med
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,pasc,5,2,1,0.25,0.008820286659316428,-0.44429874581539625,6,0.34628990368139884,med
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,pasc,6,4,1,0.5,0.002205071664829107,-0.5383666622623647,6,0.34628990368139884,med
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,pasc,7,0,0,0,0.004410143329658214,-0.5070106901133752,6,0.34628990368139884,med
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,telu,0,0,0,0,0.00165380374862183,-0.5462056552996121,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,telu,1,1,1,0.125,0.4829106945975744,6.297235266217344,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,telu,5,1,1,0.125,0.008820286659316428,-0.44429874581539625,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,telu,6,0,0,0,0.002205071664829107,-0.5383666622623647,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-06-07,158,-0.8717266732387464,telu,7,0,0,0,0.004410143329658214,-0.5070106901133752,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,pasc,0,0,0,0,0.009615384615384616,-0.4329925058578279,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,pasc,1,1,1,0.0625,0.27884615384615385,3.395451093640908,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,pasc,5,1,1,0.0625,0.13461538461538464,1.3444991653380138,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,pasc,6,2,1,0.125,0.05769230769230769,0.25065813690980343,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,pasc,7,0,0,0,0.019230769230769232,-0.2962623773043016,4,-0.0207725450460614,med
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,telu,0,1,1,0.0625,0.009615384615384616,-0.4329925058578279,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,telu,1,10,1,0.625,0.27884615384615385,3.395451093640908,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,telu,5,1,1,0.0625,0.13461538461538464,1.3444991653380138,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,telu,6,0,0,0,0.05769230769230769,0.25065813690980343,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-06-11,162,-0.756118744433629,telu,7,0,0,0,0.019230769230769232,-0.2962623773043016,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,0,0,0,0,0.00909090909090909,-0.44045051286983844,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,1,0,0,0,0.11818181818181818,1.1108149456283505,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,3,0,0,0,0.00909090909090909,-0.44045051286983844,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,5,1,1,0.047619047619047616,0.14545454545454545,1.4986313102528976,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,6,11,1,0.5238095238095238,0.13636363636363635,1.3693591887113818,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,pasc,7,0,0,0,0.0818181818181818,0.5937264594622873,12,1.4474772498637796,med
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,0,0,0,0,0.00909090909090909,-0.44045051286983844,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,1,0,0,0,0.11818181818181818,1.1108149456283505,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,3,0,0,0,0.00909090909090909,-0.44045051286983844,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,5,1,1,0.047619047619047616,0.14545454545454545,1.4986313102528976,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,6,8,1,0.38095238095238093,0.13636363636363635,1.3693591887113818,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-06-27,178,-0.29368702921315937,telu,7,0,0,0,0.0818181818181818,0.5937264594622873,9,0.8968835767725892,short
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,0,0,0,0,0.012345679012345678,-0.3941679014537402,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,1,0,0,0,0.24691358024691357,2.941372024740925,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,2,0,0,0,0.024691358024691357,-0.21861316849612622,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,3,0,0,0,0.012345679012345678,-0.3941679014537402,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,5,3,1,0.6,0.24691358024691357,2.941372024740925,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,6,2,1,0.4,0.2839506172839506,3.468036223613767,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-04,185,-0.09137315380420385,pasc,7,0,0,0,0.17283950617283952,1.8880436269952419,5,0.16275867931766871,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,1,0,0,0,0.038109756097560975,-0.02780444197359762,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,2,0,0,0,0.0030487804878048777,-0.5263691790163336,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,3,0,0,0,0.007621951219512195,-0.46133899592380284,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,5,16,1,0.45714285714285713,0.16310975609756098,1.749687229222244,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,6,2,1,0.05714285714285714,0.021341463414634148,-0.26624844664621045,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,pasc,7,1,1,0.02857142857142857,0.016768292682926827,-0.33127862973874134,19,2.73219582040989,med
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,1,0,0,0,0.038109756097560975,-0.02780444197359762,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,2,0,0,0,0.0030487804878048777,-0.5263691790163336,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,3,0,0,0,0.007621951219512195,-0.46133899592380284,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,5,1,1,0.02857142857142857,0.16310975609756098,1.749687229222244,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,6,0,0,0,0.021341463414634148,-0.26624844664621045,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,psit,7,0,0,0,0.016768292682926827,-0.33127862973874134,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,1,0,0,0,0.038109756097560975,-0.02780444197359762,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,2,0,0,0,0.0030487804878048777,-0.5263691790163336,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,3,0,0,0,0.007621951219512195,-0.46133899592380284,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,5,3,1,0.08571428571428572,0.16310975609756098,1.749687229222244,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,6,0,0,0,0.021341463414634148,-0.26624844664621045,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,soro,7,0,0,0,0.016768292682926827,-0.33127862973874134,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,1,0,0,0,0.038109756097560975,-0.02780444197359762,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,2,0,0,0,0.0030487804878048777,-0.5263691790163336,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,3,0,0,0,0.007621951219512195,-0.46133899592380284,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,5,12,1,0.34285714285714286,0.16310975609756098,1.749687229222244,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,6,0,0,0,0.021341463414634148,-0.26624844664621045,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-07-30,211,0.6600783834290593,telu,7,0,0,0,0.016768292682926827,-0.33127862973874134,12,1.4474772498637796,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,1,0,0,0,0.052518756698821015,0.17709058649836715,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,2,0,0,0,0.003215434083601286,-0.5239993759883099,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,3,0,0,0,0.003215434083601286,-0.5239993759883099,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,5,16,1,0.5517241379310345,0.2529474812433012,3.0271736948681194,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,6,0,0,0,0.012861736334405145,-0.38682960071917755,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,pasc,7,2,1,0.06896551724137931,0.00857449088960343,-0.4477939452832364,18,2.5486645960461605,med
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,1,0,0,0,0.052518756698821015,0.17709058649836715,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,2,0,0,0,0.003215434083601286,-0.5239993759883099,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,3,0,0,0,0.003215434083601286,-0.5239993759883099,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,5,2,1,0.06896551724137931,0.2529474812433012,3.0271736948681194,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,6,0,0,0,0.012861736334405145,-0.38682960071917755,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,soro,7,1,1,0.034482758620689655,0.00857449088960343,-0.4477939452832364,3,-0.20430376940979153,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,1,0,0,0,0.052518756698821015,0.17709058649836715,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,2,0,0,0,0.003215434083601286,-0.5239993759883099,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,3,0,0,0,0.003215434083601286,-0.5239993759883099,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,5,8,1,0.27586206896551724,0.2529474812433012,3.0271736948681194,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,6,0,0,0,0.012861736334405145,-0.38682960071917755,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-11,223,1.0069021698444116,telu,7,0,0,0,0.00857449088960343,-0.4477939452832364,8,0.7133523524088591,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,1,0,0,0,0.07256235827664399,0.4621092654211525,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,2,0,0,0,0.0045351473922902496,-0.5052331406718225,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,3,0,0,0,0.0045351473922902496,-0.5052331406718225,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,5,12,1,0.75,0.2290249433106576,2.686996799434995,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,6,1,1,0.0625,0.011337868480725623,-0.408498900062525,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,pasc,7,0,0,0,0.011337868480725623,-0.408498900062525,13,1.6310084742275097,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,1,0,0,0,0.07256235827664399,0.4621092654211525,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,2,0,0,0,0.0045351473922902496,-0.5052331406718225,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,3,0,0,0,0.0045351473922902496,-0.5052331406718225,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,5,2,1,0.125,0.2290249433106576,2.686996799434995,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,6,0,0,0,0.011337868480725623,-0.408498900062525,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,telu,7,0,0,0,0.011337868480725623,-0.408498900062525,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,1,0,0,0,0.07256235827664399,0.4621092654211525,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,2,0,0,0,0.0045351473922902496,-0.5052331406718225,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,3,0,0,0,0.0045351473922902496,-0.5052331406718225,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,5,1,1,0.0625,0.2290249433106576,2.686996799434995,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,6,0,0,0,0.011337868480725623,-0.408498900062525,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2011-08-20,232,1.2670200096559259,wurf,7,0,0,0,0.011337868480725623,-0.408498900062525,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,hort,1,1,1,0.14285714285714285,0.15151515151515152,1.5848127246139083,1,-0.5713662181372517,long
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,hort,7,0,0,0,0.015151515151515152,-0.35426909850882793,1,-0.5713662181372517,long
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,pasc,1,1,1,0.14285714285714285,0.15151515151515152,1.5848127246139083,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,pasc,7,0,0,0,0.015151515151515152,-0.35426909850882793,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,prat,1,1,1,0.14285714285714285,0.15151515151515152,1.5848127246139083,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,prat,7,0,0,0,0.015151515151515152,-0.35426909850882793,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,psit,1,1,1,0.14285714285714285,0.15151515151515152,1.5848127246139083,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,psit,7,0,0,0,0.015151515151515152,-0.35426909850882793,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,telu,1,2,1,0.2857142857142857,0.15151515151515152,1.5848127246139083,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,telu,7,0,0,0,0.015151515151515152,-0.35426909850882793,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,wurf,1,1,1,0.14285714285714285,0.15151515151515152,1.5848127246139083,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-03-29,89,-2.865963445127022,wurf,7,0,0,0,0.015151515151515152,-0.35426909850882793,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,prat,1,2,1,0.5,0.4545454545454546,5.893883442664434,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,prat,4,0,0,0,0.03409090909090909,-0.08495217863067014,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,prat,7,0,0,0,0.011363636363636364,-0.4081324824844595,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,telu,1,2,1,0.5,0.4545454545454546,5.893883442664434,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,telu,4,0,0,0,0.03409090909090909,-0.08495217863067014,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-04,95,-2.6925515519193457,telu,7,0,0,0,0.011363636363636364,-0.4081324824844595,2,-0.38783499377352165,short
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,pasc,1,1,1,0.5,0.40350877192982454,5.168145216466449,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,pasc,4,0,0,0,0.05263157894736841,0.17869491135531582,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,pasc,5,0,0,0,0.008771929824561403,-0.44498637678357583,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,pasc,7,0,0,0,0.03508771929824561,-0.07077760390024078,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,telu,1,1,1,0.5,0.40350877192982454,5.168145216466449,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,telu,4,0,0,0,0.05263157894736841,0.17869491135531582,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,telu,5,0,0,0,0.008771929824561403,-0.44498637678357583,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-04-15,106,-2.374629747705273,telu,7,0,0,0,0.03508771929824561,-0.07077760390024078,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-04-23,114,-2.143413890095038,pasc,0,0,0,0,0.17105263157894737,1.8626343893303239,2,-0.38783499377352165,med
wma1,-1.4589170240352458,766,low,2012-04-23,114,-2.143413890095038,pasc,1,0,0,0,0.6842105263157895,9.159705460555358,2,-0.38783499377352165,med
wma1,-1.4589170240352458,766,low,2012-04-23,114,-2.143413890095038,pasc,4,2,1,1,0.07894736842105264,0.5529036842386511,2,-0.38783499377352165,med
wma1,-1.4589170240352458,766,low,2012-04-23,114,-2.143413890095038,pasc,5,0,0,0,0.039473684210526314,-0.008409475086351611,2,-0.38783499377352165,med
wma1,-1.4589170240352458,766,low,2012-04-23,114,-2.143413890095038,pasc,7,0,0,0,0.02631578947368421,-0.19551386152801914,2,-0.38783499377352165,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,0,0,0,0,0.21686746987951805,2.514118337301913,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,1,0,0,0,0.6626506024096386,8.853124779156962,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,4,0,0,0,0.060240963855421686,0.28689985773122006,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,5,1,1,1,0.024096385542168672,-0.2270736375543245,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,6,0,0,0,0.012048192771084336,-0.39839813598283935,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-04-27,118,-2.027805961289921,pasc,7,0,0,0,0.024096385542168672,-0.2270736375543245,1,-0.5713662181372517,med
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,0,0,0,0,0.10204081632653061,0.8812909747281084,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,1,0,0,0,0.30612244897959184,3.783318193007034,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,4,0,0,0,0.010204081632653062,-0.4246212734974079,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,5,0,0,0,0.025510204081632654,-0.20696923212648854,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,6,0,0,0,0.020408163265306124,-0.27951991258346165,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,prat,7,1,1,0.5,0.03571428571428571,-0.06186787121254233,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,psit,0,0,0,0,0.10204081632653061,0.8812909747281084,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,psit,1,0,0,0,0.30612244897959184,3.783318193007034,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,psit,4,0,0,0,0.010204081632653062,-0.4246212734974079,1,-0.5713662181372517,short
wma1,-1.4589170240352458,766,low,2012-05-06,127,-1.7676881214784064,psit,5,0,0,0,0.025510204081632654,-0.20696923212648854,1,-0.5713662181372517,short
